code,date,open,high,low,close,volume,value,return
905,2013-03-12,3570.469,3589.72,3438.191,3481.175,440692.85,4071983.52,-2.5183
300,2013-03-13,2551.726,2556.773,2515.058,2527.486,564304.6,5600372.36,-1.1007
906,2013-03-13,2705.24,2709.442,2664.534,2681.2,878459.71,8483135.89,-1.0569
905,2013-03-13,3473.265,3477.098,3413.179,3449.35,314155.11,2882763.52,-0.9142
905,2013-03-14,3443.776,3482.369,3440.023,3464.854,277566.31,2591522.11,0.4495
906,2013-03-14,2672.276,2702.559,2669.889,2689.539,753623.87,7584499.65,0.311
300,2013-03-14,2517.745,2546.699,2514.463,2534.273,476057.56,4992977.54,0.2685
300,2013-03-15,2533.722,2600.091,2504.458,2539.873,813721.85,8274987.74,0.221
906,2013-03-15,2689.464,2752.503,2659.476,2695.245,1193752.43,11877959.93,0.2122
905,2013-03-15,3466.892,3525.532,3431.573,3471.214,380030.57,3602972.2,0.1836
905,2013-03-18,3461.873,3477.929,3423.52,3427.12,361573.65,3416231.16,-1.2703
906,2013-03-18,2682.342,2699.667,2654.358,2656.855,959701.42,9725586.83,-1.4244
300,2013-03-18,2526.077,2544.619,2499.828,2502.493,598127.78,6309355.67,-1.4717
905,2013-03-19,3421.737,3442.056,3378.912,3438.072,346320.34,3125090.6,0.3196
300,2013-03-19,2507.396,2532.07,2491.854,2525.097,545364.76,5560101.2,0.9033
906,2013-03-19,2659.852,2680.436,2639.656,2677.202,891685.1,8685191.8,0.7658
300,2013-03-20,2526.968,2610.174,2526.83,2610.174,907006.22,9127102.22,3.3693
906,2013-03-20,2678.496,2762.631,2677.921,2762.631,1360092.41,13103888.6,3.191
905,2013-03-20,3436.845,3527.83,3432.582,3527.772,453086.19,3976786.38,2.609
300,2013-03-21,2611.58,2626.538,2598.509,2614.988,695527.56,7164266.55,0.1844
906,2013-03-21,2763.77,2784.539,2755.202,2773.34,1180571.97,11689317.06,0.3876
905,2013-03-21,3527.762,3575.837,3522.143,3565.02,485044.41,4525050.5,1.0559
906,2013-03-22,2770.411,2785.633,2761.405,2778.757,984585.1,9461942.39,0.1953
300,2013-03-22,2612.256,2625.531,2603.344,2618.308,556471.41,5588214.24,0.127
905,2013-03-22,3561.122,3586.092,3549.074,3579.92,428113.68,3873728.15,0.4179
300,2013-03-25,2628.407,2641.609,2607.613,2613.097,562614.02,5800493.09,-0.199
905,2013-03-25,3581.311,3590.815,3550.185,3568.523,397848.26,3732361.3,-0.3184
906,2013-03-25,2787.207,2799.347,2764.974,2772.446,960462.28,9532854.39,-0.2271
905,2013-03-26,3556.3,3557.791,3504.566,3543.812,381355.51,3574332.43,-0.6925
906,2013-03-26,2761.178,2765.735,2714.108,2737.055,1020985.12,10104989.6,-1.2765
300,2013-03-26,2601.964,2607.357,2554.974,2575.05,639629.61,6530657.16,-1.456
906,2013-03-27,2737.159,2773.296,2727.272,2745.48,938005.19,9408232.95,0.3078
905,2013-03-27,3541.376,3579.391,3528.309,3552.257,368940.02,3543008.32,0.2383
300,2013-03-27,2575.726,2611.939,2566.345,2583.53,569065.17,5865224.63,0.3293
906,2013-03-28,2702.198,2702.198,2655.203,2658.26,1288311.46,12177505.59,-3.1769
905,2013-03-28,3526.539,3526.539,3448.665,3448.977,412527.41,3704915.68,-2.9074
300,2013-03-28,2535.988,2535.988,2495.083,2499.302,875784.05,8472589.91,-3.2602
906,2013-03-29,2661.14,2669.747,2642.1,2654.527,839576.54,8068509.06,-0.1404
905,2013-03-29,3449.277,3470.481,3434.569,3447.285,315555.18,2862955.01,-0.0491
300,2013-03-29,2502.782,2509.109,2482.488,2495.083,524021.37,5205554.05,-0.1688
905,2013-04-01,3449.54,3489.143,3448.289,3470.96,329538.23,3016740.02,0.6868
300,2013-04-01,2486.428,2507.825,2483.732,2493.187,473460.22,4715982.06,-0.076
906,2013-04-01,2647.914,2672.422,2645.528,2657.312,802998.45,7732722.08,0.1049
300,2013-04-02,2495.843,2524.463,2475.0,2486.391,556841.52,5563739.17,-0.2726
906,2013-04-02,2659.6,2688.567,2635.216,2644.042,935478.27,9082012.82,-0.4994
905,2013-04-02,3471.691,3504.278,3419.738,3428.5,378636.76,3518273.64,-1.2233
300,2013-04-03,2493.877,2507.143,2474.927,2483.547,455642.21,4515671.94,-0.1144
906,2013-04-03,2650.37,2660.475,2626.492,2636.023,822852.41,7771754.48,-0.3033
905,2013-04-03,3429.887,3438.586,3382.225,3397.232,367210.2,3256082.54,-0.912
906,2013-04-08,2595.497,2629.918,2577.764,2629.434,895176.01,8750213.84,-0.25
905,2013-04-08,3354.444,3411.375,3315.332,3411.13,362208.28,3225284.07,0.4091
300,2013-04-08,2443.24,2473.309,2429.5,2472.299,532967.72,5524929.77,-0.4529
300,2013-04-09,2477.29,2505.294,2477.29,2489.43,523898.24,5494703.56,0.6929
905,2013-04-09,3411.404,3449.924,3411.404,3444.371,341833.96,3087849.32,0.9745
906,2013-04-09,2633.534,2663.081,2633.534,2649.408,865732.2,8582552.88,0.7596
905,2013-04-10,3444.459,3455.693,3410.029,3437.267,355517.08,3310360.38,-0.2062
300,2013-04-10,2487.984,2495.572,2466.19,2485.309,475049.13,5196382.06,-0.1655
906,2013-04-10,2648.25,2656.318,2624.502,2644.766,830566.21,8506742.44,-0.1752
905,2013-04-11,3442.932,3453.531,3420.758,3423.217,319255.68,2864237.03,-0.4088
906,2013-04-11,2659.752,2666.15,2634.589,2636.167,749155.26,7168231.97,-0.3251
300,2013-04-11,2502.5,2508.593,2476.396,2477.876,429899.58,4303994.94,-0.2991
300,2013-04-12,2476.322,2489.118,2460.182,2462.112,399172.78,4042804.78,-0.6362
906,2013-04-12,2634.008,2647.263,2615.939,2618.132,692122.66,6662695.32,-0.6841
905,2013-04-12,3418.296,3434.666,3391.013,3394.517,292949.88,2619890.53,-0.8384
300,2013-04-15,2453.967,2461.668,2430.149,2436.818,465397.34,4408484.33,-1.0273
906,2013-04-15,2609.236,2615.082,2581.703,2588.899,758478.41,6966501.98,-1.1166
905,2013-04-15,3382.0,3382.0,3336.415,3346.851,293081.07,2558017.64,-1.4042
300,2013-04-16,2419.508,2461.046,2416.617,2459.592,552806.13,5378325.52,0.9346
906,2013-04-16,2568.761,2615.048,2565.522,2613.999,851745.02,7959548.36,0.9695
905,2013-04-16,3313.508,3383.314,3302.244,3383.081,298938.89,2581222.84,1.0825
906,2013-04-17,2612.34,2620.999,2594.137,2618.447,734856.22,7352786.17,0.1702
300,2013-04-17,2457.881,2465.202,2437.345,2458.473,446921.64,4680083.19,-0.0455
905,2013-04-17,3381.606,3412.521,3373.025,3412.416,287934.58,2672702.99,0.8671
905,2013-04-18,3396.014,3434.045,3383.965,3423.012,323467.27,2986535.55,0.3105
906,2013-04-18,2601.034,2637.895,2594.115,2625.559,752074.34,7613549.27,0.2716
300,2013-04-18,2440.707,2478.413,2434.73,2464.851,428607.07,4627013.72,0.2594
300,2013-04-19,2469.951,2542.453,2469.323,2533.827,755208.76,7672367.53,2.7984
906,2013-04-19,2629.776,2702.222,2629.671,2694.729,1188587.66,11658292.15,2.6345
905,2013-04-19,3423.443,3498.572,3422.971,3495.242,433378.91,3985924.62,2.1101
906,2013-04-22,2684.517,2698.529,2679.928,2695.159,1063215.77,10430083.43,0.016
905,2013-04-22,3478.044,3511.715,3475.863,3511.624,438096.95,4127381.03,0.4687
300,2013-04-22,2525.113,2539.046,2518.257,2530.67,625118.83,6302702.41,-0.1246
905,2013-04-23,3509.196,3509.743,3412.212,3416.449,436164.51,3977006.24,-2.7103
906,2013-04-23,2695.958,2695.958,2610.432,2611.878,1042704.33,10134622.03,-3.09
300,2013-04-23,2532.201,2532.201,2448.2,2449.471,606539.82,6157615.79,-3.2086
906,2013-04-24,2614.738,2674.95,2608.755,2661.739,1055001.28,10271354.51,1.909
905,2013-04-24,3417.401,3489.524,3411.815,3484.568,424492.12,4052412.34,1.9939
300,2013-04-24,2452.781,2511.202,2446.587,2495.579,630509.16,6218942.17,1.8824
906,2013-04-25,2652.55,2670.956,2623.298,2629.544,1093943.69,10684431.3,-1.2095
905,2013-04-25,3473.015,3494.535,3431.149,3431.401,488364.43,4695302.86,-1.5258
300,2013-04-25,2486.857,2505.482,2456.566,2467.875,605579.27,5989128.45,-1.1101
906,2013-04-26,2636.768,2646.973,2595.332,2601.244,845262.89,8115364.38,-1.0762
905,2013-04-26,3427.146,3438.318,3360.745,3367.766,374029.11,3480165.72,-1.8545
300,2013-04-26,2477.724,2488.585,2439.796,2447.306,471233.78,4635198.67,-0.8335
906,2013-05-02,2588.505,2609.811,2578.429,2605.987,764546.22,7527755.37,0.1823
905,2013-05-02,3354.472,3386.279,3345.441,3383.398,294385.35,2807710.55,0.4642
300,2013-05-02,2434.603,2453.749,2423.077,2449.639,470160.88,4720044.82,0.0953
906,2013-05-03,2613.831,2677.586,2613.831,2653.02,995744.29,9892667.42,1.8048
300,2013-05-03,2457.543,2521.119,2457.543,2492.912,623300.91,6326704.27,1.7665
905,2013-05-03,3391.218,3459.981,3391.218,3448.64,372443.38,3565963.15,1.9283
905,2013-05-06,3456.283,3516.872,3456.283,3514.457,442493.14,4247658.51,1.9085
300,2013-05-06,2502.978,2533.855,2500.455,2525.983,604187.8,6176795.11,1.3266
906,2013-05-06,2662.587,2698.67,2662.559,2691.87,1046680.94,10424453.62,1.4644
300,2013-05-07,2519.364,2539.298,2507.756,2529.938,544906.43,5924494.95,0.1566
906,2013-05-07,2685.904,2705.696,2673.802,2696.361,956920.39,9934486.09,0.1668
905,2013-05-07,3511.214,3531.548,3495.801,3521.477,412013.96,4009991.14,0.1997
906,2013-05-08,2706.977,2726.17,2696.882,2712.704,1018615.89,10161658.02,0.6061
905,2013-05-08,3524.787,3554.149,3517.942,3553.848,423072.95,4130743.14,0.9192
300,2013-05-08,2542.266,2562.007,2531.251,2542.798,595542.94,6030914.88,0.5083
905,2013-05-09,3551.899,3557.019,3517.594,3555.769,493017.25,4915102.32,0.0541
906,2013-05-09,2712.005,2712.77,2678.859,2700.868,1095418.7,11358931.57,-0.4363
300,2013-05-09,2542.374,2543.305,2507.792,2527.794,602401.45,6443829.26,-0.5901
906,2013-05-10,2693.099,2719.09,2687.922,2715.388,934834.36,9571456.69,0.5376
905,2013-05-10,3550.026,3577.327,3536.172,3577.327,446667.08,4481787.77,0.6063
300,2013-05-10,2519.517,2546.975,2515.158,2540.836,488167.28,5089668.92,0.5159
905,2013-05-13,3577.295,3591.091,3565.487,3590.758,394657.8,3893204.3,0.3754
906,2013-05-13,2716.662,2721.745,2693.918,2709.656,935579.27,9408713.63,-0.2111
300,2013-05-13,2542.412,2547.602,2516.728,2530.768,540921.47,5515509.32,-0.3962
905,2013-05-14,3586.324,3586.324,3524.577,3549.303,380836.58,3683508.34,-1.1545
300,2013-05-14,2525.998,2526.145,2479.872,2493.338,548800.64,5614457.35,-1.479
906,2013-05-14,2704.973,2704.973,2656.473,2671.702,929637.22,9297965.7,-1.4007
300,2013-05-15,2493.968,2507.43,2491.927,2506.925,441896.6,4757858.56,0.5449
906,2013-05-15,2672.294,2691.444,2670.493,2691.444,806770.78,8461632.88,0.7389
905,2013-05-15,3549.745,3597.236,3548.548,3597.106,364874.18,3703774.32,1.3468
300,2013-05-16,2501.117,2553.058,2487.763,2552.709,707961.82,7683043.63,1.8263
905,2013-05-16,3594.3,3647.485,3578.094,3635.755,523935.67,5060254.15,1.0744
906,2013-05-16,2686.215,2735.787,2672.783,2735.673,1231897.49,12743297.78,1.6433
906,2013-05-17,2733.267,2783.852,2731.773,2777.761,1412493.05,13859700.71,1.5385
905,2013-05-17,3632.612,3695.244,3631.259,3691.399,593985.04,5499763.92,1.5305
300,2013-05-17,2550.452,2598.706,2547.776,2592.048,818508.01,8359936.79,1.5411
300,2013-05-20,2597.151,2627.616,2590.053,2609.607,863378.03,9405941.58,0.6774
905,2013-05-20,3700.09,3740.583,3686.757,3737.748,667988.25,6673855.06,1.2556
906,2013-05-20,2783.489,2814.12,2775.37,2800.465,1531366.27,16079796.65,0.8173
300,2013-05-21,2607.393,2617.4,2594.249,2614.853,715059.94,7583781.38,0.201
905,2013-05-21,3733.673,3787.103,3727.667,3787.059,676901.17,6634795.42,1.3193
906,2013-05-21,2797.924,2813.705,2786.938,2813.705,1391961.11,14218576.8,0.4728
906,2013-05-22,2811.789,2827.525,2796.364,2810.611,1395050.89,14126164.27,-0.11
300,2013-05-22,2613.411,2630.068,2603.75,2618.034,741918.17,7822412.64,0.1217
905,2013-05-22,3782.969,3795.168,3740.224,3755.874,653132.72,6303751.63,-0.8235
905,2013-05-23,3740.439,3783.972,3716.291,3724.229,578130.96,5447309.84,-0.8425
300,2013-05-23,2604.93,2624.076,2579.347,2582.849,848253.7,8135990.82,-1.3439
906,2013-05-23,2797.156,2820.323,2772.29,2776.269,1426384.66,13583300.65,-1.2219
300,2013-05-24,2591.419,2608.35,2572.884,2597.228,607396.69,6283123.51,0.5567
906,2013-05-24,2783.119,2800.899,2769.085,2798.487,1109786.07,11175829.94,0.8003
905,2013-05-24,3723.621,3782.17,3723.621,3782.071,502389.38,4892706.44,1.5531
300,2013-05-27,2593.522,2611.972,2589.739,2599.587,641950.8,6670165.28,0.0908
905,2013-05-27,3784.468,3820.587,3782.266,3820.427,555293.57,5550875.45,1.0142
906,2013-05-27,2795.914,2815.545,2793.307,2807.392,1197244.36,12221040.73,0.3182
300,2013-05-28,2600.632,2644.359,2585.901,2644.359,841961.12,8675673.68,1.7223
905,2013-05-28,3820.243,3829.972,3770.65,3827.782,600715.68,5886106.92,0.1925
906,2013-05-28,2808.206,2845.093,2787.318,2845.093,1442676.8,14561780.6,1.3429
905,2013-05-29,3830.224,3858.924,3828.286,3856.319,583190.96,5709610.63,0.7455
300,2013-05-29,2648.927,2661.229,2640.881,2642.561,792777.09,8195385.32,-0.068
906,2013-05-29,2849.248,2863.408,2846.062,2848.832,1375968.05,13904995.95,0.1314
300,2013-05-30,2633.955,2647.443,2623.581,2634.323,701463.68,7104506.59,-0.3117
906,2013-05-30,2839.446,2853.079,2830.447,2843.748,1246011.78,12652897.82,-0.1785
905,2013-05-30,3843.162,3872.26,3835.222,3865.134,544548.09,5548391.24,0.2286
300,2013-05-31,2638.71,2645.565,2604.746,2606.426,625285.33,6590443.37,-1.059
906,2013-05-31,2847.759,2855.278,2815.363,2816.734,1175964.68,12211204.53,-0.9499
905,2013-05-31,3867.59,3884.675,3840.699,3841.218,550679.35,5620761.16,-0.6188
906,2013-06-03,2815.552,2834.51,2801.549,2808.779,1081622.21,11240029.55,-0.2824
905,2013-06-03,3836.767,3855.788,3803.363,3814.51,483877.53,4939159.04,-0.6953
300,2013-06-03,2605.969,2625.936,2596.051,2602.623,597744.68,6300870.52,-0.1459
906,2013-06-04,2806.151,2806.151,2751.966,2765.135,1155654.55,11174994.12,-1.5538
905,2013-06-04,3809.555,3811.653,3707.561,3739.724,492497.06,4861052.12,-1.9606
300,2013-06-04,2600.499,2600.499,2556.056,2565.666,663157.5,6313942.0,-1.42
906,2013-06-05,2763.809,2772.203,2744.662,2763.784,822533.67,8437716.45,-0.0489
905,2013-06-05,3733.948,3759.519,3718.123,3755.148,366161.73,3701010.66,0.4124
300,2013-06-05,2565.329,2570.027,2545.19,2560.539,456371.93,4736705.78,-0.1998
300,2013-06-06,2552.817,2557.678,2525.306,2527.845,524965.29,5444811.34,-1.2768
905,2013-06-06,3742.504,3742.504,3686.253,3688.736,388137.64,3801394.2,-1.7686
906,2013-06-06,2755.208,2758.989,2722.751,2725.129,913102.93,9246205.54,-1.3986
905,2013-06-07,3690.957,3701.221,3593.968,3616.21,407086.52,3955866.4,-1.9661
906,2013-06-07,2724.777,2736.343,2666.168,2676.435,1017395.45,10092483.78,-1.7869
300,2013-06-07,2526.913,2538.891,2475.687,2484.16,610308.94,6136617.37,-1.7282
906,2013-06-13,2639.94,2639.94,2557.917,2589.602,1069717.47,9834609.79,-3.2444
905,2013-06-13,3573.896,3573.896,3446.25,3515.05,372416.82,3426449.98,-2.7974
300,2013-06-13,2448.717,2448.717,2375.204,2399.937,697300.66,6408159.81,-3.3904
300,2013-06-14,2404.423,2420.356,2396.487,2416.771,559645.34,5368677.93,0.7014
906,2013-06-14,2594.031,2619.692,2590.185,2616.02,906083.74,8895273.52,1.0202
905,2013-06-14,3519.368,3591.248,3519.326,3584.978,346438.4,3526595.58,1.9894
906,2013-06-17,2622.441,2627.29,2594.597,2607.051,860416.81,8931273.17,-0.3428
300,2013-06-17,2422.762,2427.532,2394.385,2403.839,503957.11,5198375.75,-0.5351
905,2013-06-17,3593.51,3620.954,3565.277,3593.371,356459.7,3732897.42,0.2341
906,2013-06-18,2614.839,2626.847,2592.428,2621.412,799632.87,8016157.78,0.5509
300,2013-06-18,2413.088,2424.202,2393.321,2418.745,486303.79,4879209.05,0.6201
905,2013-06-18,3594.904,3613.026,3557.456,3605.758,313329.08,3136948.73,0.3447
905,2013-06-19,3588.766,3588.766,3525.448,3583.298,328954.17,3210753.86,-0.6229
300,2013-06-19,2408.28,2408.28,2366.346,2400.765,543462.6,5297999.11,-0.7434
906,2013-06-19,2609.817,2609.817,2564.276,2602.718,872416.76,8508752.96,-0.7131
300,2013-06-20,2386.104,2386.104,2320.226,2321.466,552010.2,5217173.51,-3.3031
905,2013-06-20,3562.128,3566.361,3463.133,3465.004,330240.26,3256364.95,-3.3013
906,2013-06-20,2586.954,2586.954,2515.603,2516.76,882250.46,8473538.45,-3.3026
905,2013-06-21,3401.471,3464.592,3347.757,3446.483,322898.4,3075653.9,-0.5345
300,2013-06-21,2283.151,2332.842,2269.565,2317.394,587057.98,5348613.3,-0.1754
906,2013-06-21,2474.064,2525.522,2454.691,2510.076,909956.38,8424267.2,-0.2656
906,2013-06-24,2501.298,2501.298,2341.365,2352.446,1271337.99,11023853.68,-6.2799
905,2013-06-24,3439.866,3439.866,3200.67,3232.962,405365.41,3650660.62,-6.1953
300,2013-06-24,2308.069,2308.069,2164.325,2171.21,865972.59,7373193.05,-6.3081
905,2013-06-25,3202.659,3243.401,2981.691,3219.134,515543.92,4425032.86,-0.4277
906,2013-06-25,2326.494,2349.675,2186.915,2345.224,1591092.74,13134072.26,-0.307
300,2013-06-25,2146.053,2169.211,2023.171,2165.421,1075548.82,8709039.4,-0.2666
906,2013-06-26,2349.853,2366.838,2314.749,2359.722,1191570.16,10552327.8,0.6182
905,2013-06-26,3222.68,3285.818,3200.158,3285.818,399005.89,3822484.78,2.0715
300,2013-06-26,2170.326,2181.021,2131.86,2168.297,792564.26,6729843.02,0.1328
906,2013-06-27,2364.741,2395.336,2340.388,2343.99,1203754.44,10544451.35,-0.6667
905,2013-06-27,3293.078,3339.86,3231.146,3233.222,449686.91,4251743.11,-1.6007
300,2013-06-27,2172.848,2200.213,2153.175,2160.735,754067.53,6292708.24,-0.3488
906,2013-06-28,2330.663,2408.778,2316.789,2376.891,1180919.24,9908568.36,1.4036
905,2013-06-28,3212.254,3292.91,3176.242,3235.978,386405.96,3497963.49,0.0852
300,2013-06-28,2149.03,2227.461,2139.372,2200.639,794513.27,6410604.87,1.8468
300,2013-07-01,2187.092,2213.965,2166.353,2213.317,577262.27,5187473.52,0.5761
905,2013-07-01,3226.624,3304.591,3210.662,3304.591,353266.29,3360871.11,2.1203
906,2013-07-01,2364.172,2400.133,2346.877,2399.631,930528.56,8548344.64,0.9567
300,2013-07-02,2211.803,2226.113,2191.801,2221.984,618388.5,5963290.2,0.3916
905,2013-07-02,3304.987,3359.123,3295.327,3359.053,403850.74,3956344.66,1.6481
906,2013-07-02,2398.47,2419.735,2382.536,2416.545,1022239.24,9919634.86,0.7049
906,2013-07-03,2405.297,2408.354,2360.725,2402.696,1101466.79,10209310.83,-0.5731
300,2013-07-03,2211.044,2211.044,2169.137,2203.828,658360.22,5953676.02,-0.8171
905,2013-07-03,3346.107,3372.631,3288.019,3364.184,443106.57,4255634.81,0.1528
905,2013-07-04,3342.011,3427.378,3325.268,3390.488,469389.55,4434711.51,0.7819
906,2013-07-04,2385.133,2448.235,2373.135,2422.23,1195200.99,11153649.43,0.813
300,2013-07-04,2187.181,2245.908,2176.08,2221.979,725811.45,6718937.92,0.8236
905,2013-07-05,3392.584,3427.984,3371.315,3371.529,439528.32,4066974.87,-0.5592
906,2013-07-05,2426.982,2453.368,2421.346,2422.763,1057746.07,9909414.93,0.022
300,2013-07-05,2227.35,2252.033,2225.047,2226.849,618217.75,5842440.06,0.2192
300,2013-07-08,2194.423,2205.214,2162.189,2163.619,547824.93,4928825.2,-2.8394
905,2013-07-08,3322.135,3322.135,3240.105,3240.477,399524.7,3628424.07,-3.887
906,2013-07-08,2387.43,2395.908,2346.984,2347.577,947349.63,8557249.27,-3.1033
300,2013-07-09,2160.699,2174.786,2149.787,2162.669,414944.33,3724618.99,-0.0439
905,2013-07-09,3231.699,3263.391,3210.731,3259.911,300946.35,2815038.3,0.5997
906,2013-07-09,2343.611,2360.285,2331.234,2350.321,715890.69,6539657.29,0.1169
300,2013-07-10,2163.098,2224.135,2157.468,2224.065,611497.81,5437375.78,2.8389
906,2013-07-10,2350.658,2418.662,2345.802,2418.662,1030139.07,9308544.85,2.9077
905,2013-07-10,3259.845,3361.395,3257.904,3361.395,418641.26,3871169.07,3.1131
906,2013-07-11,2425.873,2544.331,2425.873,2519.295,1891167.13,16822837.2,4.1607
905,2013-07-11,3364.841,3484.787,3364.229,3455.884,633235.21,5689855.92,2.811
300,2013-07-11,2232.157,2351.223,2232.157,2326.688,1257931.92,11132981.28,4.6142
906,2013-07-12,2512.614,2529.595,2470.902,2471.961,1415412.94,13212086.25,-1.8789
905,2013-07-12,3453.441,3490.497,3424.277,3425.135,518082.13,5005630.69,-0.8898
300,2013-07-12,2319.023,2331.986,2274.073,2275.373,897330.82,8206455.57,-2.2055
300,2013-07-15,2289.762,2336.04,2274.673,2307.297,747578.84,7179618.97,1.403
905,2013-07-15,3432.257,3493.721,3431.497,3493.441,465858.87,4560909.84,1.9943
906,2013-07-15,2484.962,2533.103,2472.748,2510.308,1213437.71,11740528.81,1.5513
906,2013-07-16,2505.638,2526.655,2486.303,2526.655,1149388.81,11039404.61,0.6512
905,2013-07-16,3496.728,3536.313,3474.361,3536.313,493147.24,4830841.42,1.2272
300,2013-07-16,2300.83,2317.848,2281.942,2317.848,656241.57,6208563.19,0.4573
906,2013-07-17,2520.247,2536.786,2486.033,2488.883,1177020.26,11228412.57,-1.4949
300,2013-07-17,2311.443,2326.925,2281.609,2282.836,676552.48,6322906.17,-1.5105
905,2013-07-17,3529.714,3552.368,3474.363,3485.074,500467.78,4905506.4,-1.4489
906,2013-07-18,2479.224,2488.761,2448.523,2457.652,1031277.28,9768208.79,-1.2548
300,2013-07-18,2272.947,2282.435,2241.93,2245.328,571442.92,5193723.51,-1.643
905,2013-07-18,3476.181,3505.185,3445.326,3481.201,459834.36,4574485.28,-0.1111
300,2013-07-19,2248.133,2257.916,2188.752,2190.478,705352.82,6617907.27,-2.4429
906,2013-07-19,2459.633,2471.285,2396.224,2397.279,1215218.77,11606882.46,-2.4565
905,2013-07-19,3479.531,3510.11,3394.306,3394.306,509865.95,4988975.19,-2.4961
905,2013-07-22,3374.572,3461.699,3359.386,3461.281,419929.72,4178775.43,1.9732
906,2013-07-22,2377.112,2419.645,2366.081,2418.933,952764.67,9066070.16,0.9033
300,2013-07-22,2170.089,2203.058,2159.813,2202.189,532834.95,4887294.73,0.5346
905,2013-07-23,3470.598,3545.054,3470.598,3544.966,535438.33,5332269.32,2.4177
906,2013-07-23,2428.269,2493.652,2425.206,2485.892,1283535.65,12257811.63,2.7681
300,2013-07-23,2211.587,2276.742,2206.756,2265.845,748097.31,6925542.31,2.8906
905,2013-07-24,3536.155,3575.004,3500.079,3566.282,565497.43,5631692.49,0.6013
906,2013-07-24,2474.148,2486.187,2438.343,2476.162,1261420.5,12559675.08,-0.3914
300,2013-07-24,2253.376,2265.578,2217.192,2249.151,695923.07,6927982.58,-0.7368
905,2013-07-25,3561.507,3572.547,3496.311,3498.242,508667.9,5156267.65,-1.9079
300,2013-07-25,2255.223,2268.839,2227.853,2237.683,657743.16,6055836.28,-0.5099
906,2013-07-25,2480.24,2492.953,2446.322,2454.513,1166411.07,11212103.93,-0.8743
905,2013-07-26,3486.957,3520.493,3449.607,3494.159,393584.32,3898141.15,-0.1167
300,2013-07-26,2226.429,2238.42,2209.806,2224.008,489410.98,4563606.99,-0.6111
906,2013-07-26,2443.311,2459.113,2423.305,2442.644,882995.3,8461748.14,-0.4836
906,2013-07-29,2424.182,2424.182,2385.196,2391.314,937919.79,8629339.98,-2.1014
300,2013-07-29,2205.083,2205.083,2169.017,2175.97,546009.25,4962461.34,-2.16
905,2013-07-29,3477.264,3484.639,3423.772,3426.593,391910.54,3666878.64,-1.9337
300,2013-07-30,2184.007,2221.589,2162.979,2189.388,551936.23,5090722.73,0.6166
905,2013-07-30,3426.956,3449.539,3349.551,3411.219,365927.28,3495344.75,-0.4487
906,2013-07-30,2397.921,2431.415,2367.48,2399.453,917863.51,8586067.48,0.3404
906,2013-07-31,2420.717,2444.784,2399.114,2405.944,841527.16,8011657.74,0.2705
905,2013-07-31,3428.134,3462.095,3418.715,3430.743,358256.61,3339308.4,0.5723
300,2013-07-31,2211.75,2235.384,2187.21,2193.021,483270.55,4672349.34,0.1659
905,2013-08-01,3435.084,3521.156,3429.716,3521.152,442259.64,4226987.19,2.6353
906,2013-08-01,2417.296,2464.913,2412.266,2464.913,1068299.61,10121463.76,2.451
300,2013-08-01,2206.004,2245.56,2200.626,2245.364,626039.97,5894476.57,2.3868
300,2013-08-02,2263.495,2274.71,2244.252,2247.263,608908.93,5845999.95,0.0846
905,2013-08-02,3535.887,3563.186,3528.641,3533.609,472640.21,4442989.76,0.3538
906,2013-08-02,2482.336,2494.48,2465.505,2468.713,1081549.14,10288989.71,0.1542
905,2013-08-05,3531.652,3592.872,3528.85,3592.538,417218.5,4011530.16,1.6677
300,2013-08-05,2249.976,2278.329,2243.22,2278.329,553421.51,5362306.86,1.3824
906,2013-08-05,2470.567,2504.665,2465.733,2504.665,970640.01,9373837.01,1.4563
905,2013-08-06,3589.52,3638.705,3581.526,3631.124,497960.7,4733557.47,1.0741
906,2013-08-06,2497.887,2532.314,2485.44,2524.113,1235429.66,11632914.95,0.7765
300,2013-08-06,2270.672,2302.484,2256.715,2293.641,737468.95,6899357.48,0.6721
300,2013-08-07,2292.379,2313.879,2276.862,2280.623,730486.95,6956048.21,-0.5676
906,2013-08-07,2522.521,2542.125,2502.98,2507.217,1256652.13,11953689.72,-0.6694
905,2013-08-07,3628.004,3644.212,3589.339,3596.318,526165.17,4997641.51,-0.9585
300,2013-08-08,2277.253,2297.628,2267.073,2276.782,530984.3,5271027.67,-0.1684
906,2013-08-08,2503.178,2525.311,2492.844,2505.817,955483.98,9389537.54,-0.0558
905,2013-08-08,3589.162,3627.247,3577.58,3605.85,424499.68,4118509.87,0.265
300,2013-08-09,2288.51,2301.59,2258.334,2286.01,646000.17,6266397.91,0.4053
906,2013-08-09,2516.434,2531.62,2485.001,2515.661,1089577.08,10648550.42,0.3928
905,2013-08-09,3611.776,3637.908,3570.78,3618.744,443576.91,4382152.52,0.3576
906,2013-08-12,2525.92,2580.416,2523.524,2580.416,1543559.03,14725340.24,2.5741
905,2013-08-12,3629.509,3676.197,3628.945,3676.195,564926.87,5321449.2,1.5876
300,2013-08-12,2296.22,2352.89,2293.176,2352.794,978632.16,9403891.03,2.9214
906,2013-08-13,2580.654,2589.059,2569.459,2589.026,1310431.19,11687668.64,0.3337
905,2013-08-13,3677.115,3695.56,3669.491,3695.552,526494.83,4569816.62,0.5265
